scene_id,frames_averaged,duration_s,prediction_eligible,predicted_cov_rmse_deg,predicted_iid_rmse_deg,scenes,records,frames,rmse_deg,rmse_ci_low,rmse_ci_high,median_abs_deg,p90_abs_deg,mean_signed_deg,circular_bias_deg,circular_resultant,bias_ci_low,bias_ci_high,failure_rate,failure_ci_low,failure_ci_high
r2p0t0a10,2,0.08533333333333333,1,0.817313676605737,0.8140654803886963,1,5,320,0.7741208119020035,0.7469935503053069,0.8013375416018578,0.50637408810897,1.318076427269717,0.25778795578312436,0.2577889667953369,0.9999188520344348,0.23064376187809021,0.2916990842130841,0.0,0.0,0.0
r2p0t0a10,4,0.17066666666666666,1,0.6261705834512225,0.6190342181922286,1,5,160,0.5624469273288717,0.5370459277173601,0.5898170468790621,0.3168255032543486,0.9578747882030152,0.2577886130760795,0.25778697381247156,0.9999619399628087,0.23063648352155014,0.29170895252099144,0.0,0.0,0.0
r2p0t0a10,8,0.3413333333333333,1,0.49411508791861614,0.4934103178481943,1,5,80,0.4050580883275509,0.3689867144516564,0.43835905876260123,0.2924570632340472,0.6443988308835663,0.2577885774306255,0.2577880905450864,0.9999851321608978,0.23063970415341356,0.2912887898087968,0.0,0.0,0.0
r2p0t0a10,16,0.6826666666666666,1,0.40708747769847575,0.4166280487343025,1,5,40,0.33635092315679094,0.2774518770313773,0.3863733206998336,0.2772797946398367,0.5563975124689646,0.2577895935302608,0.25778950378024007,0.9999928907905747,0.23064101248147978,0.2917125938286725,0.0,0.0,0.0
r2p0t0a10,32,1.3653333333333333,1,0.3613530011171125,0.3723459756848467,1,5,20,0.29722601587640074,0.2632550988860607,0.3276940065640616,0.2655206820064141,0.42213157955274216,0.25778859124982034,0.2577885938219619,0.9999966662177385,0.23064145734095648,0.29128197115337245,0.0,0.0,0.0
r2p0t0a10,64,2.7306666666666666,1,0.34087935979558065,0.3480988694566164,1,5,10,0.26392276457252495,0.23430616745291272,0.2962132827709402,0.24618546065124336,0.33636124702128517,0.2577882621869015,0.25778825973655484,0.999999512545569,0.23064006759953526,0.2912810414833704,0.0,0.0,0.0
r2p0t0a10,128,5.461333333333333,1,0.3312342065795876,0.3353184629141549,1,5,5,0.2602888880290363,0.23264346252168178,0.29448600773906614,0.25290970433233856,0.2990072542847704,0.25778853009087277,0.2577885279544369,0.9999998027025141,0.23214217708938997,0.2917119590140708,0.0,0.0,0.0
r2p0t0a11,1,0.042666666666666665,1,0.9866327257952553,0.9866327257952553,1,5,640,1.018362631980156,0.9695445288921242,1.0821532804749863,0.6583964993793643,1.6874133233154966,-0.15584991306191096,-0.15584969956203842,0.9998457590471681,-0.2236563936386755,-0.08736152488283544,0.0,0.0,0.0
r2p0t0a11,2,0.08533333333333333,1,0.7035826479192702,0.7131939277960927,1,5,320,0.7132608097298025,0.6794620949264634,0.7485537400429523,0.4361090318327143,1.1419960438452423,-0.15584991306191096,-0.15584562852048175,0.9999262175635043,-0.22724245376214522,-0.0880386184609426,0.0,0.0,0.0
r2p0t0a11,4,0.17066666666666666,1,0.5022811849387251,0.5255913813626891,1,5,160,0.5090550810668022,0.43980240595078784,0.5687875701161019,0.3120756185882104,0.7840521984886677,-0.1558527674350391,-0.15584980695478598,0.9999642316283264,-0.2230226594374138,-0.08736996278644901,0.0,0.0,0.0
