Time (ms),Mic Value
0.995635986328125,2446
1.9931793212890625,2414
2.99072265625,2462
3.9894580841064453,2480
4.98509407043457,2448
5.489826202392578,2448
6.489992141723633,2392
7.489204406738281,2470
8.489131927490234,2550
9.486913681030273,2512
11.484384536743164,2550
11.484384536743164,2492
12.481927871704102,2508
13.476371765136719,2514
15.051126480102539,2502
16.070842742919922,2482
17.048120498657227,2458
18.047809600830078,2424
19.045114517211914,2474
20.044803619384766,2426
21.0418701171875,2478
22.055864334106445,2452
23.03457260131836,2458
24.031877517700195,2446
25.02894401550293,2410
25.53272247314453,2382
26.533126831054688,2450
27.533292770385742,2510
28.533458709716797,2534
29.528141021728516,2524
30.527830123901367,2486
31.5554141998291,2466
32.54842758178711,2502
33.54525566101074,2510
35.05229949951172,2450
36.109209060668945,2414
36.109209060668945,2430
37.445068359375,2522
38.4523868560791,2454
39.449214935302734,2418
40.44151306152344,2396
41.43857955932617,2430
42.446136474609375,2442
43.433427810668945,2452
45.06802558898926,2446
46.06914520263672,2450
47.06621170043945,2470
48.06828498840332,2486
49.06582832336426,2468
50.061941146850586,2446
51.05924606323242,2474
52.05655097961426,2478
53.053855895996094,2510
54.05163764953613,2418
55.06587028503418,2448
55.06587028503418,2384
56.15377426147461,2424
57.13510513305664,2412
58.13241004943848,2390
59.12947654724121,2446
60.126543045043945,2452
61.12408638000488,2406
62.12258338928223,2450
63.11845779418945,2474
64.1167163848877,2430
65.64474105834961,2454
66.8022632598877,2472
67.80433654785156,2450
68.81046295166016,2418
69.80466842651367,2456
70.79482078552246,2478
71.7933177947998,2428
72.78895378112793,2426
73.7924575805664,2410
74.7983455657959,2318
75.85525512695312,2382
76.85160636901855,2462
77.8508186340332,2474
78.84812355041504,2406
79.84542846679688,2428
80.84273338317871,2472
81.84003829956055,2416
82.83782005310059,2430
83.83512496948242,2448
84.83219146728516,2406
85.33596992492676,2426
86.33613586425781,2486
87.33820915222168,2450
88.34624290466309,2412
89.33091163635254,2456
90.34872055053711,2478
91.35222434997559,2466
92.85974502563477,2386
93.90521049499512,2414
95.00432014465332,2350
95.99661827087402,2340
97.0008373260498,2460
98.00267219543457,2486
98.9992618560791,2526
99.99632835388184,2488
100.99363327026367,2534
101.99189186096191,2484
102.98681259155273,2512
103.98602485656738,2420
104.98166084289551,2398
105.49664497375488,2414
106.49585723876953,2478
107.49506950378418,2462
108.49213600158691,2400
109.48991775512695,2408
110.48769950866699,2396
112.48397827148438,2454
112.48397827148438,2450
113.48319053649902,2474
115.44489860534668,2450
115.44489860534668,2430
116.45030975341797,2462
117.48027801513672,2506
118.47758293151855,2478
119.4455623626709,2480
120.44286727905273,2450
121.43993377685547,2474
122.43819236755371,2424
123.43525886535645,2426
124.94182586669922,2424
125.9775161743164,2446
125.9775161743164,2378
127.44951248168945,2454
128.4496784210205,2454
129.44769859313965,2450
130.4454803466797,2390
131.44302368164062,2390
132.43889808654785,2378
133.4371566772461,2420
134.94515419006348,2468
135.9851360321045,2458
137.1476650238037,2458
137.1476650238037,2480
138.14973831176758,2486
140.14649391174316,2462
141.1459445953369,2470
141.1459445953369,2490
143.13769340515137,2462
146.67224884033203,2460
146.67224884033203,2486
146.67224884033203,2492
147.67718315124512,2478
147.67718315124512,2480
149.6756076812744,2514
149.6756076812744,2446
150.66981315612793,2450
151.66711807250977,2386
152.68898010253906,2412
153.68914604187012,2502
153.68914604187012,2470
155.20977973937988,2430
156.22758865356445,2460
157.2558879852295,2412
158.22529792785645,2386
159.22284126281738,2430
160.21990776062012,2472
161.21840476989746,2450
162.2164249420166,2422
163.21301460266113,2456
164.21008110046387,2524
165.71331024169922,2482
166.76855087280273,2474
167.769193649292,2430
168.76792907714844,2468
169.77429389953613,2490
170.7632541656494,2470
171.7689037322998,2518
172.75619506835938,2534
173.75993728637695,2494
175.34661293029785,2514
175.34661293029785,2460
178.33876609802246,2458
178.33876609802246,2462
178.33876609802246,2502
179.3384552001953,2486
181.57386779785156,2502
182.0816993713379,2462
183.08186531066895,2458
184.07940864562988,2416
185.07647514343262,2474
185.58025360107422,2490
186.57994270324707,2458
187.57867813110352,2374
188.57645988464355,2450
189.5732879638672,2430
190.57083129882812,2474
191.56813621520996,2470
193.07518005371094,2450
194.11659240722656,2446
195.1146125793457,2472
195.6486701965332,2486
196.87438011169434,2454
197.8747844696045,2446
198.9004611968994,2504
199.86963272094727,2458
200.89483261108398,2478
201.86686515808105,2490
202.87036895751953,2470
203.89151573181152,2458
204.88333702087402,2450
205.96885681152344,2480
205.96885681152344,2454
207.43656158447266,2478
208.44221115112305,2474
209.46311950683594,2470
210.4623317718506,2458
211.43078804016113,2466
212.42928504943848,2454
213.4544849395752,2416
215.0270938873291,2470
216.02797508239746,2454
216.02797508239746,2514
217.36645698547363,2456
218.36566925048828,2478
219.36297416687012,2462
220.37982940673828,2422
221.3578224182129,2480
222.35512733459473,2490
223.38056564331055,2486
224.88689422607422,2478
225.9235382080078,2410
225.9235382080078,2474
228.27959060668945,2520
228.27959060668945,2478
229.27308082580566,2430
230.2701473236084,2410
231.26745223999023,2450
233.2606315612793,2484
233.2606315612793,2458
234.82322692871094,2486
235.84890365600586,2432
235.84890365600586,2396
238.08884620666504,2416
239.08352851867676,2462
240.0803565979004,2478
241.07789993286133,2422
241.07789993286133,2394
243.0727481842041,2454
244.07315254211426,2474
