x,y,t
0.6000000000,-2.0500000000,0.0000409448
0.6000000000,-2.0000000000,0.0000418847
0.6000000000,-1.9500000000,0.0000428667
0.6000000000,-1.9000000000,0.0000438936
0.6000000000,-1.8500000000,0.0000449682
0.6000000000,-1.8000000000,0.0000460937
0.6000000000,-1.7500000000,0.0000472737
0.6000000000,-1.7000000000,0.0000485119
0.6000000000,-1.6500000000,0.0000498123
0.6000000000,-1.6000000000,0.0000511794
0.6000000000,-1.5500000000,0.0000526179
0.6000000000,-1.5000000000,0.0000541330
0.6000000000,-1.4500000000,0.0000557304
0.6000000000,-1.4000000000,0.0000574161
0.6000000000,-1.3500000000,0.0000591968
0.6000000000,-1.3000000000,0.0000610795
0.6000000000,-1.2500000000,0.0000630720
0.6000000000,-1.2000000000,0.0000651824
0.6000000000,-1.1500000000,0.0000674196
0.6000000000,-1.1000000000,0.0000697928
0.6000000000,-1.0500000000,0.0000723118
0.6000000000,-1.0000000000,0.0000749867
0.6000000000,-0.9500000000,0.0000778278
0.6000000000,-0.9000000000,0.0000808451
0.6000000000,-0.8500000000,0.0000840484
0.6000000000,-0.8000000000,0.0000874461
0.6000000000,-0.7500000000,0.0000910446
0.6000000000,-0.7000000000,0.0000948474
0.6000000000,-0.6500000000,0.0000988533
0.6000000000,-0.6000000000,0.0001030544
0.6000000000,-0.5500000000,0.0001074337
0.6000000000,-0.5000000000,0.0001119621
0.6000000000,-0.4500000000,0.0001165947
0.6000000000,-0.4000000000,0.0001212677
0.6000000000,-0.3500000000,0.0001258946
0.6000000000,-0.3000000000,0.0001303648
0.6000000000,-0.2500000000,0.0001345446
0.6000000000,-0.2000000000,0.0001382812
0.6000000000,-0.1500000000,0.0001414134
0.6000000000,-0.1000000000,0.0001437859
0.6000000000,-0.0500000000,0.0001452682
0.6000000000,-0.0000000000,0.0001457726
0.6500000000,-3.0000000000,0.0000308669
0.6500000000,-2.9500000000,0.0000313660
0.6500000000,-2.9000000000,0.0000318811
0.6500000000,-2.8500000000,0.0000324129
0.6500000000,-2.8000000000,0.0000329623
0.6500000000,-2.7500000000,0.0000335302
0.6500000000,-2.7000000000,0.0000341173
0.6500000000,-2.6500000000,0.0000347248
0.6500000000,-2.6000000000,0.0000353536
0.6500000000,-2.5500000000,0.0000360048
0.6500000000,-2.5000000000,0.0000366797
0.6500000000,-2.4500000000,0.0000373795
0.6500000000,-2.4000000000,0.0000381054
0.6500000000,-2.3500000000,0.0000388590
0.6500000000,-2.3000000000,0.0000396419
0.6500000000,-2.2500000000,0.0000404555
0.6500000000,-2.2000000000,0.0000413018
0.6500000000,-2.1500000000,0.0000421827
0.6500000000,-2.1000000000,0.0000431000
0.6500000000,-2.0500000000,0.0000440562
0.6500000000,-2.0000000000,0.0000450534
0.6500000000,-1.9500000000,0.0000460943
0.6500000000,-1.9000000000,0.0000471815
0.6500000000,-1.8500000000,0.0000483181
0.6500000000,-1.8000000000,0.0000495071
0.6500000000,-1.7500000000,0.0000507521
0.6500000000,-1.7000000000,0.0000520566
0.6500000000,-1.6500000000,0.0000534246
0.6500000000,-1.6000000000,0.0000548605
0.6500000000,-1.5500000000,0.0000563688
0.6500000000,-1.5000000000,0.0000579546
0.6500000000,-1.4500000000,0.0000596230
0.6500000000,-1.4000000000,0.0000613799
0.6500000000,-1.3500000000,0.0000632313
0.6500000000,-1.3000000000,0.0000651838
0.6500000000,-1.2500000000,0.0000672443
0.6500000000,-1.2000000000,0.0000694200
0.6500000000,-1.1500000000,0.0000717187
0.6500000000,-1.1000000000,0.0000741483
0.6500000000,-1.0500000000,0.0000767167
0.6500000000,-1.0000000000,0.0000794321
0.6500000000,-0.9500000000,0.0000823022
0.6500000000,-0.9000000000,0.0000853343
0.6500000000,-0.8500000000,0.0000885343
0.6500000000,-0.8000000000,0.0000919068
0.6500000000,-0.7500000000,0.0000954536
0.6500000000,-0.7000000000,0.0000991729
0.6500000000,-0.6500000000,0.0001030577
0.6500000000,-0.6000000000,0.0001070945
0.6500000000,-0.5500000000,0.0001112608
0.6500000000,-0.5000000000,0.0001155229
0.6500000000,-0.4500000000,0.0001198337
0.6500000000,-0.4000000000,0.0001241301
0.6500000000,-0.3500000000,0.0001283320
0.6500000000,-0.3000000000,0.0001323414
0.6500000000,-0.2500000000,0.0001360449
0.6500000000,-0.2000000000,0.0001393182
0.6500000000,-0.1500000000,0.0001420345
0.6500000000,-0.1000000000,0.0001440751
0.6500000000,-0.0500000000,0.0001453426
0.6500000000,-0.0000000000,0.0001457726
0.7000000000,-3.0000000000,0.0000331228
0.7000000000,-2.9500000000,0.0000336545
0.7000000000,-2.9000000000,0.0000342030
0.7000000000,-2.8500000000,0.0000347692
0.7000000000,-2.8000000000,0.0000353538
0.7000000000,-2.7500000000,0.0000359578
0.7000000000,-2.7000000000,0.0000365820
0.7000000000,-2.6500000000,0.0000372276
0.7000000000,-2.6000000000,0.0000378955
0.7000000000,-2.5500000000,0.0000385869
0.7000000000,-2.5000000000,0.0000393030
0.7000000000,-2.4500000000,0.0000400450
0.7000000000,-2.4000000000,0.0000408144
0.7000000000,-2.3500000000,0.0000416127
0.7000000000,-2.3000000000,0.0000424413
0.7000000000,-2.2500000000,0.0000433019
0.7000000000,-2.2000000000,0.0000441964
0.7000000000,-2.1500000000,0.0000451267
0.7000000000,-2.1000000000,0.0000460947
0.7000000000,-2.0500000000,0.0000471027
0.7000000000,-2.0000000000,0.0000481531
0.7000000000,-1.9500000000,0.0000492482
0.7000000000,-1.9000000000,0.0000503910
0.7000000000,-1.8500000000,0.0000515842
0.7000000000,-1.8000000000,0.0000528309
0.7000000000,-1.7500000000,0.0000541345
0.7000000000,-1.7000000000,0.0000554985
0.7000000000,-1.6500000000,0.0000569268
0.7000000000,-1.6000000000,0.0000584234
0.7000000000,-1.5500000000,0.0000599927
0.7000000000,-1.5000000000,0.0000616393
0.7000000000,-1.4500000000,0.0000633683
0.7000000000,-1.4000000000,0.0000651848
0.7000000000,-1.3500000000,0.0000670945
0.7000000000,-1.3000000000,0.0000691031
0.7000000000,-1.2500000000,0.0000712167
0.7000000000,-1.2000000000,0.0000734417
0.7000000000,-1.1500000000,0.0000757845
0.7000000000,-1.1000000000,0.0000782515
0.7000000000,-1.0500000000,0.0000808491
0.7000000000,-1.0000000000,0.0000835833
0.7000000000,-0.9500000000,0.0000864596
0.7000000000,-0.9000000000,0.0000894823
0.7000000000,-0.8500000000,0.0000926545
0.7000000000,-0.8000000000,0.0000959769
0.7000000000,-0.7500000000,0.0000994475
0.7000000000,-0.7000000000,0.0001030604
0.7000000000,-0.6500000000,0.0001068043
0.7000000000,-0.6000000000,0.0001106616
0.7000000000,-0.5500000000,0.0001146064
0.7000000000,-0.5000000000,0.0001186031
0.7000000000,-0.4500000000,0.0001226046
0.7000000000,-0.4000000000,0.0001265511
0.7000000000,-0.3500000000,0.0001303697
0.7000000000,-0.3000000000,0.0001339749
0.7000000000,-0.2500000000,0.0001372714
0.7000000000,-0.2000000000,0.0001401576
0.7000000000,-0.1500000000,0.0001425330
0.7000000000,-0.1000000000,0.0001443057
0.7000000000,-0.0500000000,0.0001454017
0.7000000000,-0.0000000000,0.0001457726
0.7500000000,-3.0000000000,0.0000353540
0.7500000000,-2.9500000000,0.0000359171
0.7500000000,-2.9000000000,0.0000364978
0.7500000000,-2.8500000000,0.0000370969
0.7500000000,-2.8000000000,0.0000377153
0.7500000000,-2.7500000000,0.0000383539
0.7500000000,-2.7000000000,0.0000390137
0.7500000000,-2.6500000000,0.0000396956
0.7500000000,-2.6000000000,0.0000404008
0.7500000000,-2.5500000000,0.0000411304
0.7500000000,-2.5000000000,0.0000418857
0.7500000000,-2.4500000000,0.0000426679
0.7500000000,-2.4000000000,0.0000434784
0.7500000000,-2.3500000000,0.0000443187
0.7500000000,-2.3000000000,0.0000451903
0.7500000000,-2.2500000000,0.0000460950
0.7500000000,-2.2000000000,0.0000470346
0.7500000000,-2.1500000000,0.0000480109
0.7500000000,-2.1000000000,0.0000490259
0.7500000000,-2.0500000000,0.0000500819
0.7500000000,-2.0000000000,0.0000511811
0.7500000000,-1.9500000000,0.0000523260
0.7500000000,-1.9000000000,0.0000535194
0.7500000000,-1.8500000000,0.0000547638
0.7500000000,-1.8000000000,0.0000560625
0.7500000000,-1.7500000000,0.0000574185
0.7500000000,-1.7000000000,0.0000588352
0.7500000000,-1.6500000000,0.0000603164
0.7500000000,-1.6000000000,0.0000618658
0.7500000000,-1.5500000000,0.0000634874
0.7500000000,-1.5000000000,0.0000651857
0.7500000000,-1.4500000000,0.0000669651
0.7500000000,-1.4000000000,0.0000688303
0.7500000000,-1.3500000000,0.0000707863
0.7500000000,-1.3000000000,0.0000728383
0.7500000000,-1.2500000000,0.0000749913
0.7500000000,-1.2000000000,0.0000772507
0.7500000000,-1.1500000000,0.0000796216
0.7500000000,-1.1000000000,0.0000821092
0.7500000000,-1.0500000000,0.0000847181
0.7500000000,-1.0000000000,0.0000874524
0.7500000000,-0.9500000000,0.0000903153
0.7500000000,-0.9000000000,0.0000933088
0.7500000000,-0.8500000000,0.0000964331
0.7500000000,-0.8000000000,0.0000996861
0.7500000000,-0.7500000000,0.0001030625
0.7500000000,-0.7000000000,0.0001065531
0.7500000000,-0.6500000000,0.0001101438
0.7500000000,-0.6000000000,0.0001138142
0.7500000000,-0.5500000000,0.0001175369
0.7500000000,-0.5000000000,0.0001212758
0.7500000000,-0.4500000000,0.0001249854
0.7500000000,-0.4000000000,0.0001286106
0.7500000000,-0.3500000000,0.0001320859
0.7500000000,-0.3000000000,0.0001353375
0.7500000000,-0.2500000000,0.0001382851
0.7500000000,-0.2000000000,0.0001408457
0.7500000000,-0.1500000000,0.0001429388
0.7500000000,-0.1000000000,0.0001444925
0.7500000000,-0.0500000000,0.0001454494
0.7500000000,-0.0000000000,0.0001457726
0.8000000000,-3.0000000000,0.0000375590
0.8000000000,-2.9500000000,0.0000381523
0.8000000000,-2.9000000000,0.0000387639
0.8000000000,-2.8500000000,0.0000393947
0.8000000000,-2.8000000000,0.0000400454
0.8000000000,-2.7500000000,0.0000407172
0.8000000000,-2.7000000000,0.0000414108
0.8000000000,-2.6500000000,0.0000421274
0.8000000000,-2.6000000000,0.0000428680
0.8000000000,-2.5500000000,0.0000436338
0.8000000000,-2.5000000000,0.0000444261
0.8000000000,-2.4500000000,0.0000452461
0.8000000000,-2.4000000000,0.0000460953
0.8000000000,-2.3500000000,0.0000469751
0.8000000000,-2.3000000000,0.0000478871
0.8000000000,-2.2500000000,0.0000488329
0.8000000000,-2.2000000000,0.0000498143
0.8000000000,-2.1500000000,0.0000508332
0.8000000000,-2.1000000000,0.0000518916
0.8000000000,-2.0500000000,0.0000529916
0.8000000000,-2.0000000000,0.0000541354
0.8000000000,-1.9500000000,0.0000553256
0.8000000000,-1.9000000000,0.0000565645
0.8000000000,-1.8500000000,0.0000578550
0.8000000000,-1.8000000000,0.0000591999
0.8000000000,-1.7500000000,0.0000606021
0.8000000000,-1.7000000000,0.0000620650
0.8000000000,-1.6500000000,0.0000635919
0.8000000000,-1.6000000000,0.0000651864
0.8000000000,-1.5500000000,0.0000668521
0.8000000000,-1.5000000000,0.0000685931
0.8000000000,-1.4500000000,0.0000704133
0.8000000000,-1.4000000000,0.0000723169
0.8000000000,-1.3500000000,0.0000743082
0.8000000000,-1.3000000000,0.0000763916
0.8000000000,-1.2500000000,0.0000785713
0.8000000000,-1.2000000000,0.0000808517
0.8000000000,-1.1500000000,0.0000832366
0.8000000000,-1.1000000000,0.0000857298
0.8000000000,-1.0500000000,0.0000883345
0.8000000000,-1.0000000000,0.0000910528
0.8000000000,-0.9500000000,0.0000938862
0.8000000000,-0.9000000000,0.0000968344
0.8000000000,-0.8500000000,0.0000998952
0.8000000000,-0.8000000000,0.0001030642
0.8000000000,-0.7500000000,0.0001063336
0.8000000000,-0.7000000000,0.0001096919
0.8000000000,-0.6500000000,0.0001131229
0.8000000000,-0.6000000000,0.0001166050
0.8000000000,-0.5500000000,0.0001201099
0.8000000000,-0.5000000000,0.0001236027
0.8000000000,-0.4500000000,0.0001270405
0.8000000000,-0.4000000000,0.0001303728
0.8000000000,-0.3500000000,0.0001335418
0.8000000000,-0.3000000000,0.0001364839
0.8000000000,-0.2500000000,0.0001391315
0.8000000000,-0.2000000000,0.0001414164
0.8000000000,-0.1500000000,0.0001432735
0.8000000000,-0.1000000000,0.0001446458
0.8000000000,-0.0500000000,0.0001454884
0.8000000000,-0.0000000000,0.0001457726
0.8500000000,-3.0000000000,0.0000397368
0.8500000000,-2.9500000000,0.0000403590
0.8500000000,-2.9000000000,0.0000410002
0.8500000000,-2.8500000000,0.0000416612
0.8500000000,-2.8000000000,0.0000423428
0.8500000000,-2.7500000000,0.0000430461
0.8500000000,-2.7000000000,0.0000437719
0.8500000000,-2.6500000000,0.0000445213
0.8500000000,-2.6000000000,0.0000452955
0.8500000000,-2.5500000000,0.0000460955
0.8500000000,-2.5000000000,0.0000469227
0.8500000000,-2.4500000000,0.0000477783
0.8500000000,-2.4000000000,0.0000486637
0.8500000000,-2.3500000000,0.0000495803
0.8500000000,-2.3000000000,0.0000505298
0.8500000000,-2.2500000000,0.0000515137
0.8500000000,-2.2000000000,0.0000525338
0.8500000000,-2.1500000000,0.0000535919
0.8500000000,-2.1000000000,0.0000546900
0.8500000000,-2.0500000000,0.0000558301
0.8500000000,-2.0000000000,0.0000570144
0.8500000000,-1.9500000000,0.0000582452
0.8500000000,-1.9000000000,0.0000595250
0.8500000000,-1.8500000000,0.0000608563
0.8500000000,-1.8000000000,0.0000622418
0.8500000000,-1.7500000000,0.0000636844
0.8500000000,-1.7000000000,0.0000651870
0.8500000000,-1.6500000000,0.0000667527
0.8500000000,-1.6000000000,0.0000683849
0.8500000000,-1.5500000000,0.0000700868
0.8500000000,-1.5000000000,0.0000718620
0.8500000000,-1.4500000000,0.0000737140
0.8500000000,-1.4000000000,0.0000756464
0.8500000000,-1.3500000000,0.0000776627
0.8500000000,-1.3000000000,0.0000797667
0.8500000000,-1.2500000000,0.0000819617
0.8500000000,-1.2000000000,0.0000842510
0.8500000000,-1.1500000000,0.0000866374
0.8500000000,-1.1000000000,0.0000891233
0.8500000000,-1.0500000000,0.0000917104
0.8500000000,-1.0000000000,0.0000943994
0.8500000000,-0.9500000000,0.0000971900
0.8500000000,-0.9000000000,0.0001000801
0.8500000000,-0.8500000000,0.0001030656
0.8500000000,-0.8000000000,0.0001061402
0.8500000000,-0.7500000000,0.0001092942
0.8500000000,-0.7000000000,0.0001125146
0.8500000000,-0.6500000000,0.0001157839
0.8500000000,-0.6000000000,0.0001190801
0.8500000000,-0.5500000000,0.0001223753
0.8500000000,-0.5000000000,0.0001256360
0.8500000000,-0.4500000000,0.0001288225
0.8500000000,-0.4000000000,0.0001318893
0.8500000000,-0.3500000000,0.0001347855
0.8500000000,-0.3000000000,0.0001374563
0.8500000000,-0.2500000000,0.0001398448
0.8500000000,-0.2000000000,0.0001418945
0.8500000000,-0.1500000000,0.0001435526
0.8500000000,-0.1000000000,0.0001447733
0.8500000000,-0.0500000000,0.0001455208
0.8500000000,-0.0000000000,0.0001457726
0.9000000000,-3.0000000000,0.0000418862
0.9000000000,-2.9500000000,0.0000425361
0.9000000000,-2.9000000000,0.0000432055
0.9000000000,-2.8500000000,0.0000438953
0.9000000000,-2.8000000000,0.0000446063
0.9000000000,-2.7500000000,0.0000453394
0.9000000000,-2.7000000000,0.0000460957
0.9000000000,-2.6500000000,0.0000468762
0.9000000000,-2.6000000000,0.0000476820
0.9000000000,-2.5500000000,0.0000485142
0.9000000000,-2.5000000000,0.0000493741
0.9000000000,-2.4500000000,0.0000502629
0.9000000000,-2.4000000000,0.0000511820
0.9000000000,-2.3500000000,0.0000521329
0.9000000000,-2.3000000000,0.0000531171
0.9000000000,-2.2500000000,0.0000541361
0.9000000000,-2.2000000000,0.0000551917
0.9000000000,-2.1500000000,0.0000562856
0.9000000000,-2.1000000000,0.0000574197
0.9000000000,-2.0500000000,0.0000585961
0.9000000000,-2.0000000000,0.0000598167
0.9000000000,-1.9500000000,0.0000610838
0.9000000000,-1.9000000000,0.0000623997
0.9000000000,-1.8500000000,0.0000637667
0.9000000000,-1.8000000000,0.0000651875
0.9000000000,-1.7500000000,0.0000666646
0.9000000000,-1.7000000000,0.0000682007
0.9000000000,-1.6500000000,0.0000697988
0.9000000000,-1.6000000000,0.0000714616
0.9000000000,-1.5500000000,0.0000731923
0.9000000000,-1.5000000000,0.0000749937
0.9000000000,-1.4500000000,0.0000768691
0.9000000000,-1.4000000000,0.0000788213
0.9000000000,-1.3500000000,0.0000808534
0.9000000000,-1.3000000000,0.0000829682
0.9000000000,-1.2500000000,0.0000851682
0.9000000000,-1.2000000000,0.0000874558
0.9000000000,-1.1500000000,0.0000898327
0.9000000000,-1.1000000000,0.0000923002
0.9000000000,-1.0500000000,0.0000948586
0.9000000000,-1.0000000000,0.0000975074
0.9000000000,-0.9500000000,0.0001002447
0.9000000000,-0.9000000000,0.0001030668
0.9000000000,-0.8500000000,0.0001059684
0.9000000000,-0.8000000000,0.0001089414
0.9000000000,-0.7500000000,0.0001119752
0.9000000000,-0.7000000000,0.0001150555
0.9000000000,-0.6500000000,0.0001181645
0.9000000000,-0.6000000000,0.0001212802
0.9000000000,-0.5500000000,0.0001243756
0.9000000000,-0.5000000000,0.0001274193
0.9000000000,-0.4500000000,0.0001303749
0.9000000000,-0.4000000000,0.0001332016
0.9000000000,-0.3500000000,0.0001358548
0.9000000000,-0.3000000000,0.0001382872
0.9000000000,-0.2500000000,0.0001404509
0.9000000000,-0.2000000000,0.0001422989
0.9000000000,-0.1500000000,0.0001437877
0.9000000000,-0.1000000000,0.0001448803
0.9000000000,-0.0500000000,0.0001455480
0.9000000000,-0.0000000000,0.0001457726
0.9500000000,-3.0000000000,0.0000440063
0.9500000000,-2.9500000000,0.0000446826
0.9500000000,-2.9000000000,0.0000453788
0.9500000000,-2.8500000000,0.0000460959
0.9500000000,-2.8000000000,0.0000468347
0.9500000000,-2.7500000000,0.0000475961
0.9500000000,-2.7000000000,0.0000483812
0.9500000000,-2.6500000000,0.0000491909
0.9500000000,-2.6000000000,0.0000500263
0.9500000000,-2.5500000000,0.0000508886
0.9500000000,-2.5000000000,0.0000517790
0.9500000000,-2.4500000000,0.0000526988
0.9500000000,-2.4000000000,0.0000536492
0.9500000000,-2.3500000000,0.0000546317
0.9500000000,-2.3000000000,0.0000556478
0.9500000000,-2.2500000000,0.0000566989
0.9500000000,-2.2000000000,0.0000577869
0.9500000000,-2.1500000000,0.0000589132
0.9500000000,-2.1000000000,0.0000600798
0.9500000000,-2.0500000000,0.0000612886
0.9500000000,-2.0000000000,0.0000625415
0.9500000000,-1.9500000000,0.0000638405
0.9500000000,-1.9000000000,0.0000651879
0.9500000000,-1.8500000000,0.0000665858
0.9500000000,-1.8000000000,0.0000680366
0.9500000000,-1.7500000000,0.0000695427
0.9500000000,-1.7000000000,0.0000711065
0.9500000000,-1.6500000000,0.0000727306
0.9500000000,-1.6000000000,0.0000744176
0.9500000000,-1.5500000000,0.0000761700
0.9500000000,-1.5000000000,0.0000779904
0.9500000000,-1.4500000000,0.0000798814
0.9500000000,-1.4000000000,0.0000818454
0.9500000000,-1.3500000000,0.0000838847
0.9500000000,-1.3000000000,0.0000860015
0.9500000000,-1.2500000000,0.0000881975
0.9500000000,-1.2000000000,0.0000904741
0.9500000000,-1.1500000000,0.0000928321
0.9500000000,-1.1000000000,0.0000952718
0.9500000000,-1.0500000000,0.0000977924
0.9500000000,-1.0000000000,0.0001003921
0.9500000000,-0.9500000000,0.0001030679
0.9500000000,-0.9000000000,0.0001058149
0.9500000000,-0.8500000000,0.0001086265
0.9500000000,-0.8000000000,0.0001114937
0.9500000000,-0.7500000000,0.0001144050
0.9500000000,-0.7000000000,0.0001173458
0.9500000000,-0.6500000000,0.0001202981
0.9500000000,-0.6000000000,0.0001232404
0.9500000000,-0.5500000000,0.0001261472
0.9500000000,-0.5000000000,0.0001289892
0.9500000000,-0.4500000000,0.0001317334
0.9500000000,-0.4000000000,0.0001343432
0.9500000000,-0.3500000000,0.0001367797
0.9500000000,-0.3000000000,0.0001390022
0.9500000000,-0.2500000000,0.0001409700
0.9500000000,-0.2000000000,0.0001426437
0.9500000000,-0.1500000000,0.0001439876
0.9500000000,-0.1000000000,0.0001449711
0.9500000000,-0.0500000000,0.0001455710
0.9500000000,-0.0000000000,0.0001457726
1.0000000000,-3.0000000000,0.0000460960
1.0000000000,-2.9500000000,0.0000467974
1.0000000000,-2.9000000000,0.0000475191
1.0000000000,-2.8500000000,0.0000482620
1.0000000000,-2.8000000000,0.0000490271
1.0000000000,-2.7500000000,0.0000498152
1.0000000000,-2.7000000000,0.0000506272
1.0000000000,-2.6500000000,0.0000514643
1.0000000000,-2.6000000000,0.0000523275
1.0000000000,-2.5500000000,0.0000532178
1.0000000000,-2.5000000000,0.0000541366
1.0000000000,-2.4500000000,0.0000550849
1.0000000000,-2.4000000000,0.0000560642
1.0000000000,-2.3500000000,0.0000570757
1.0000000000,-2.3000000000,0.0000581209
1.0000000000,-2.2500000000,0.0000592013
1.0000000000,-2.2000000000,0.0000603185
1.0000000000,-2.1500000000,0.0000614740
1.0000000000,-2.1000000000,0.0000626696
1.0000000000,-2.0500000000,0.0000639070
1.0000000000,-2.0000000000,0.0000651882
1.0000000000,-1.9500000000,0.0000665150
1.0000000000,-1.9000000000,0.0000678895
1.0000000000,-1.8500000000,0.0000693136
1.0000000000,-1.8000000000,0.0000707894
1.0000000000,-1.7500000000,0.0000723193
1.0000000000,-1.7000000000,0.0000739052
1.0000000000,-1.6500000000,0.0000755495
1.0000000000,-1.6000000000,0.0000772544
1.0000000000,-1.5500000000,0.0000790221
1.0000000000,-1.5000000000,0.0000808547
1.0000000000,-1.4500000000,0.0000827543
1.0000000000,-1.4000000000,0.0000847227
1.0000000000,-1.3500000000,0.0000867617
1.0000000000,-1.3000000000,0.0000888726
1.0000000000,-1.2500000000,0.0000910566
1.0000000000,-1.2000000000,0.0000933143
1.0000000000,-1.1500000000,0.0000956455
1.0000000000,-1.1000000000,0.0000980497
1.0000000000,-1.0500000000,0.0001005250
1.0000000000,-1.0000000000,0.0001030687
1.0000000000,-0.9500000000,0.0001056768
1.0000000000,-0.9000000000,0.0001083435
1.0000000000,-0.8500000000,0.0001110614
1.0000000000,-0.8000000000,0.0001138208
1.0000000000,-0.7500000000,0.0001166097
1.0000000000,-0.7000000000,0.0001194133
1.0000000000,-0.6500000000,0.0001222141
1.0000000000,-0.6000000000,0.0001249914
1.0000000000,-0.5500000000,0.0001277211
1.0000000000,-0.5000000000,0.0001303765
1.0000000000,-0.4500000000,0.0001329273
1.0000000000,-0.4000000000,0.0001353414
1.0000000000,-0.3500000000,0.0001375845
1.0000000000,-0.3000000000,0.0001396215
1.0000000000,-0.2500000000,0.0001414177
1.0000000000,-0.2000000000,0.0001429401
1.0000000000,-0.1500000000,0.0001441588
1.0000000000,-0.1000000000,0.0001450487
1.0000000000,-0.0500000000,0.0001455906
1.0000000000,-0.0000000000,0.0001457726
1.0500000000,-3.0000000000,0.0000481547
1.0500000000,-2.9500000000,0.0000488798
1.0500000000,-2.9000000000,0.0000496255
1.0500000000,-2.8500000000,0.0000503929
1.0500000000,-2.8000000000,0.0000511826
1.0500000000,-2.7500000000,0.0000519957
1.0500000000,-2.7000000000,0.0000528330
1.0500000000,-2.6500000000,0.0000536956
1.0500000000,-2.6000000000,0.0000545846
1.0500000000,-2.5500000000,0.0000555009
1.0500000000,-2.5000000000,0.0000564458
1.0500000000,-2.4500000000,0.0000574205
1.0500000000,-2.4000000000,0.0000584262
1.0500000000,-2.3500000000,0.0000594641
1.0500000000,-2.3000000000,0.0000605358
1.0500000000,-2.2500000000,0.0000616425
1.0500000000,-2.2000000000,0.0000627859
1.0500000000,-2.1500000000,0.0000639673
1.0500000000,-2.1000000000,0.0000651885
1.0500000000,-2.0500000000,0.0000664511
1.0500000000,-2.0000000000,0.0000677568
1.0500000000,-1.9500000000,0.0000691073
1.0500000000,-1.9000000000,0.0000705046
1.0500000000,-1.8500000000,0.0000719504
1.0500000000,-1.8000000000,0.0000734466
1.0500000000,-1.7500000000,0.0000749952
1.0500000000,-1.7000000000,0.0000765981
1.0500000000,-1.6500000000,0.0000782572
1.0500000000,-1.6000000000,0.0000799743
1.0500000000,-1.5500000000,0.0000817513
1.0500000000,-1.5000000000,0.0000835899
1.0500000000,-1.4500000000,0.0000854916
1.0500000000,-1.4000000000,0.0000874578
1.0500000000,-1.3500000000,0.0000894898
1.0500000000,-1.3000000000,0.0000915881
1.0500000000,-1.2500000000,0.0000937533
1.0500000000,-1.2000000000,0.0000959852
1.0500000000,-1.1500000000,0.0000982831
1.0500000000,-1.1000000000,0.0001006453
1.0500000000,-1.0500000000,0.0001030695
1.0500000000,-1.0000000000,0.0001055520
1.0500000000,-0.9500000000,0.0001080880
1.0500000000,-0.9000000000,0.0001106711
1.0500000000,-0.8500000000,0.0001132933
1.0500000000,-0.8000000000,0.0001159445
1.0500000000,-0.7500000000,0.0001186125
1.0500000000,-0.7000000000,0.0001212828
1.0500000000,-0.6500000000,0.0001239383
1.0500000000,-0.6000000000,0.0001265594
1.0500000000,-0.5500000000,0.0001291238
1.0500000000,-0.5000000000,0.0001316067
1.0500000000,-0.4500000000,0.0001339812
1.0500000000,-0.4000000000,0.0001362184
1.0500000000,-0.3500000000,0.0001382885
1.0500000000,-0.3000000000,0.0001401611
1.0500000000,-0.2500000000,0.0001418064
1.0500000000,-0.2000000000,0.0001431967
1.0500000000,-0.1500000000,0.0001443067
1.0500000000,-0.1000000000,0.0001451156
1.0500000000,-0.0500000000,0.0001456075
1.0500000000,-0.0000000000,0.0001457726
1.1000000000,-3.0000000000,0.0000501815
1.1000000000,-2.9500000000,0.0000509290
1.1000000000,-2.9000000000,0.0000516974
1.1000000000,-2.8500000000,0.0000524876
1.1000000000,-2.8000000000,0.0000533005
1.1000000000,-2.7500000000,0.0000541369
1.1000000000,-2.7000000000,0.0000549978
1.1000000000,-2.6500000000,0.0000558841
1.1000000000,-2.6000000000,0.0000567969
1.1000000000,-2.5500000000,0.0000577373
1.1000000000,-2.5000000000,0.0000587062
1.1000000000,-2.4500000000,0.0000597049
1.1000000000,-2.4000000000,0.0000607346
1.1000000000,-2.3500000000,0.0000617965
1.1000000000,-2.3000000000,0.0000628919
1.1000000000,-2.2500000000,0.0000640222
1.1000000000,-2.2000000000,0.0000651888
1.1000000000,-2.1500000000,0.0000663931
1.1000000000,-2.1000000000,0.0000676366
1.1000000000,-2.0500000000,0.0000689208
1.1000000000,-2.0000000000,0.0000702473
