radius_m,distance_m,fs_hz,truth_deg,exact_estimate_deg,rounded_estimate_deg,exact_signed_error_deg,rounded_signed_error_deg
0.025,0.5,16000,-63.37,-62.664187220665916,-59.99999999999999,0.7058127793340816,3.3700000000000045
0.025,0.5,16000,-62.87,-62.161363377368545,-59.99999999999999,0.7086366226314453,2.8700000000000045
0.025,0.5,16000,-62.37,-61.65902772398489,-59.99999999999999,0.7109722760150987,2.3700000000000045
0.025,0.5,16000,-61.87,-61.15718139381527,-59.99999999999999,0.7128186061847259,1.8700000000000045
0.025,0.5,16000,-61.37,-60.65582517982095,-59.99999999999999,0.7141748201790392,1.3700000000000045
0.025,0.5,16000,-60.87,-60.15495953539038,-59.99999999999999,0.7150404646096149,0.8700000000000045
0.025,0.5,16000,-60.37,-59.65458457534512,-59.99999999999999,0.7154154246548785,0.37000000000000455
0.025,0.5,16000,-59.87,-59.15470007717795,-59.99999999999999,0.7152999228220551,-0.12999999999999545
0.025,0.5,16000,-59.37,-58.65530548252204,-59.99999999999999,0.714694517477966,-0.6299999999999955
0.025,0.5,16000,-58.87,-58.15639989884617,-59.99999999999999,0.7136001011538156,-1.1299999999999955
0.025,0.5,16000,-58.37,-57.657982101367416,-59.99999999999999,0.7120178986325811,-1.6299999999999955
0.025,0.5,16000,-57.87,-57.160050535183274,-59.99999999999999,0.7099494648167308,-2.1299999999999955
0.025,0.5,16000,-57.37,-56.662603317610845,-59.99999999999999,0.7073966823891453,-2.6299999999999955
0.025,0.5,16000,-56.87,-56.16563824073385,-59.99999999999999,0.7043617592661349,-3.1299999999999955
0.025,0.5,16000,-56.37,-55.66915277414956,-59.99999999999999,0.7008472258504526,-3.6299999999999955
0.025,0.5,16000,-55.87,-55.17314406791162,-59.99999999999999,0.6968559320883685,-4.1299999999999955
0.025,0.5,16000,-55.37,-54.67760895566217,-59.99999999999999,0.6923910443378247,-4.6299999999999955
0.025,0.5,16000,-54.87,-54.18254395795038,-59.99999999999999,0.6874560420496323,-5.1299999999999955
0.025,0.5,16000,-54.37,-53.68794528573008,-59.99999999999999,0.682054714269924,-5.6299999999999955
0.025,0.5,16000,-53.87,-53.19380884403236,-59.99999999999999,0.6761911559676435,-6.1299999999999955
0.025,0.5,16000,-53.37,-52.700130235807855,-59.99999999999999,0.6698697641921285,-6.6299999999999955
0.025,0.5,16000,-52.87,-52.206904765933245,-59.99999999999999,0.6630952340667591,-7.1299999999999955
0.025,0.5,16000,-52.37,-51.71412744537621,-29.999999999999993,0.6558725546237838,22.370000000000005
0.025,0.5,16000,-51.87,-51.22179299551576,-29.999999999999993,0.6482070044842203,21.870000000000005
0.025,0.5,16000,-51.37,-50.72989585260941,-29.999999999999993,0.6401041473905877,21.370000000000005
0.025,0.5,16000,-50.87,-50.23843017240676,-29.999999999999993,0.6315698275932391,20.870000000000005
