rt_index,snr_db,scenes,records,frames,rmse_deg,rmse_ci_low,rmse_ci_high,median_abs_deg,p90_abs_deg,mean_signed_deg,circular_bias_deg,circular_resultant,bias_ci_low,bias_ci_high,failure_rate,failure_ci_low,failure_ci_high
0,0.0,72,360,11520,4.739861999288419,4.023443410341985,5.437789872244522,2.183065744371362,5.51111310932248,0.021703561737800324,-0.003213490758803532,0.9971338527459933,-0.06229591825713475,0.057732462045575715,0.13350694444444444,0.12786241319444444,0.1390625
0,10.0,72,360,11520,1.620482631574545,1.5988038236473343,1.6414243306960916,0.954936134296716,2.657057175768887,-0.016691569238220832,-0.016696759652055256,0.9996001995796265,-0.03847943715532222,0.005936865871855858,0.00859375,0.006944444444444444,0.010243055555555556
0,20.0,72,360,11520,1.3621632840019386,1.3433552343606032,1.3792898890757774,0.7179199923940303,2.2529821656198354,-0.005113569959316975,-0.0051256098171498145,0.9997174600695782,-0.023547704884253853,0.013596810128349698,0.003993055555555555,0.003125,0.0049479166666666664
1,0.0,72,360,11520,18.297652863764736,17.38910868453754,19.162295364771577,3.9053595802253653,11.99102192425638,0.43142691544380873,0.08092897940499344,0.96375119698589,-0.08523011695104726,0.2444610385959574,0.39618055555555554,0.38879991319444446,0.4038216145833333
1,10.0,72,360,11520,11.954366273470514,11.167772246405857,12.77101287873447,2.88272604876434,8.90208448971434,0.13477456774455893,-0.019153701121402484,0.9833449645929597,-0.12755031135343498,0.09071580081533563,0.2737847222222222,0.2665798611111111,0.2803841145833333
1,20.0,72,360,11520,11.79609419266486,10.790695943711233,12.773637886786418,2.7492366712505145,8.602338127534978,0.05066820448137123,-0.05308051602307691,0.9838419394634194,-0.15351991101327223,0.04833375913257289,0.2542534722222222,0.24817491319444443,0.2605034722222222
2,0.0,72,360,11520,43.10045615971265,42.043525747281414,44.068670547376584,8.488809596998976,77.52428123364963,1.2447263724552224,0.16857044352213363,0.8096913142692448,-0.21624280225259257,0.5596907721453103,0.66953125,0.6619791666666667,0.6771723090277778
2,10.0,72,360,11520,37.233362136677286,36.35886922372467,38.11122768913047,7.064761166489063,58.91506735094085,0.7005472607467987,0.17747957742084583,0.8545132282800797,-0.15766816316400475,0.534897664355647,0.6230034722222222,0.615625,0.6302973090277778
2,20.0,72,360,11520,37.06730195477343,36.14329292559972,37.9451940455668,6.876758128167552,58.78871363738898,0.5427887562704037,0.07060745501966706,0.8564267462442985,-0.27223126367287,0.4401897824413463,0.6099826388888889,0.6018229166666667,0.61796875
