fs_hz,seed,truth_deg,interp,difference_from_64_deg,oracle_error_deg
48000,11,67.37,32,-1.8964556147693656e-07,0.4417141770581736
48000,11,67.37,64,0.0,0.4417143667037351
48000,11,97.37,8,-1.6993433860079676e-05,-0.1786550115699015
48000,11,97.37,16,-1.3785008832201129e-06,-0.17863939663692463
48000,11,97.37,32,1.215121301356703e-07,-0.17863789662391127
48000,11,97.37,64,0.0,-0.1786380181360414
48000,11,127.37,8,-9.42019235594671e-06,-0.44450347338954543
48000,11,127.37,16,-1.8831827333087858e-06,-0.4444959363798944
48000,11,127.37,32,-2.3483892164222198e-08,-0.44449407668108165
48000,11,127.37,64,0.0,-0.4444940531971895
48000,11,157.37,8,1.952545608219225e-05,0.18143748770904722
48000,11,157.37,16,-6.127111191744916e-07,0.18141734954184585
48000,11,157.37,32,5.063904495727911e-08,0.18141801289200998
48000,11,157.37,64,0.0,0.18141796225296503
48000,11,187.37,8,-2.260283025634635e-06,0.4417121064204821
48000,11,187.37,16,-3.4877473353844834e-07,0.4417140179288026
48000,11,187.37,32,-1.8964544779009884e-07,0.44171417705808835
48000,11,187.37,64,0.0,0.44171436670353614
48000,11,217.37,8,-1.6993433490597454e-05,-0.17865501156995833
48000,11,217.37,16,-1.3785005421595997e-06,-0.17863939663698147
48000,11,217.37,32,1.2151244277447404e-07,-0.17863789662402496
48000,11,217.37,64,0.0,-0.1786380181364393
48000,11,247.37,8,-9.420192526476967e-06,-0.4445034733896023
48000,11,247.37,16,-1.8831829038390424e-06,-0.44449593638000806
48000,11,247.37,32,-2.348394900764106e-08,-0.4444940766809964
48000,11,247.37,64,0.0,-0.4444940531970474
48000,11,277.37,8,1.952545608219225e-05,0.18143748770899037
48000,11,277.37,16,-6.127110054876539e-07,0.1814173495419027
48000,11,277.37,32,5.06391302224074e-08,0.1814180128920384
48000,11,277.37,64,0.0,0.18141796225290818
48000,11,307.37,8,-2.260283338273439e-06,0.4417121064204821
48000,11,307.37,16,-3.4877513144238037e-07,0.44171401792874576
48000,11,307.37,32,-1.89645788850612e-07,0.44171417705808835
48000,11,307.37,64,0.0,0.4417143667038772
48000,11,337.37,8,-1.6993434314827027e-05,-0.17865501156984465
48000,11,337.37,16,-1.3785013663891732e-06,-0.17863939663692463
48000,11,337.37,32,1.2151173223173828e-07,-0.1786378966237976
48000,11,337.37,64,0.0,-0.17863801813552982
48000,29,7.37,8,-9.973440000976552e-06,-0.4433360795441956
48000,29,7.37,16,-2.00164689090343e-06,-0.443328107751114
48000,29,7.37,32,-3.34897265474865e-08,-0.4433261395939496
48000,29,7.37,64,0.0,-0.44332610610422307
48000,29,37.37,8,2.0354046341708454e-05,0.18095624970854374
48000,29,37.37,16,-7.236016870137973e-07,0.18093517206054344
48000,29,37.37,32,7.766576004542003e-08,0.1809359733279905
48000,29,37.37,64,0.0,0.18093589566223045
48000,29,67.37,8,-2.3844417285090458e-06,0.44056063341517415
48000,29,67.37,16,-4.2657984522520564e-07,0.44056259127705744
48000,29,67.37,32,-1.910810851768474e-07,0.4405628267758175
48000,29,67.37,64,0.0,0.44056301785690266
48000,29,97.37,8,-1.7791659871591037e-05,-0.1781924209892054
48000,29,97.37,16,-1.4367215044330806e-06,-0.17817606605086667
48000,29,97.37,32,1.2454745501599973e-07,-0.17817450478190722
48000,29,97.37,64,0.0,-0.17817462932936223
48000,29,127.37,8,-9.97344011466339e-06,-0.4433360795441672
48000,29,127.37,16,-2.0016469193251396e-06,-0.44332810775097187
48000,29,127.37,32,-3.3489584438939346e-08,-0.443326139593637
48000,29,127.37,64,0.0,-0.44332610610405254
48000,29,157.37,8,2.035404605749136e-05,0.18095624970857216
48000,29,157.37,16,-7.236020280743105e-07,0.1809351720604866
48000,29,157.37,32,7.766530529806914e-08,0.18093597332781997
48000,29,157.37,64,0.0,0.18093589566251467
48000,29,187.37,8,-2.384441870617593e-06,0.44056063341514573
48000,29,187.37,16,-4.2657993049033394e-07,0.44056259127705744
48000,29,187.37,32,-1.9108119886368513e-07,0.4405628267758175
48000,29,187.37,64,0.0,0.44056301785701635
48000,29,217.37,8,-1.7791660440025225e-05,-0.17819242098926225
48000,29,217.37,16,-1.4367220728672692e-06,-0.17817606605086667
48000,29,217.37,32,1.2454680131668283e-07,-0.17817450478196406
48000,29,217.37,64,0.0,-0.1781746293287938
48000,29,247.37,8,-9.973440199928518e-06,-0.4433360795441672
48000,29,247.37,16,-2.0016470614336868e-06,-0.4433281077510287
48000,29,247.37,32,-3.348992549945251e-08,-0.4433261395939212
