fs_hz,samples,duration_s,seed,truth_deg,kernel_half_width,relative_waveform_l2,propagation_angular_difference_deg,oracle_angular_error_deg,fir_angular_error_deg
96000,4096,0.042666666666666665,11,277.37,32,3.766334191123944e-06,-1.6763801738761686e-05,0.18141417692663708,0.18139741312495516
96000,4096,0.042666666666666665,11,277.37,64,3.146736037733265e-06,5.114221380608797e-06,0.18141417692663708,0.1814192911480177
96000,4096,0.042666666666666665,11,307.37,16,5.811228181270826e-07,-1.4894068669946137e-05,0.44170620463768273,0.4416913105690128
96000,4096,0.042666666666666665,11,307.37,32,1.1966540118281378e-06,-4.873174930253299e-06,0.44170620463768273,0.44170133146269563
96000,4096,0.042666666666666665,11,307.37,64,9.987393746912403e-07,1.4766274034627713e-06,0.44170620463768273,0.44170768126502935
96000,4096,0.042666666666666665,11,337.37,16,1.592762454069396e-06,-3.6307513084921084e-06,-0.17863623506377735,-0.17863986581511426
96000,4096,0.042666666666666665,11,337.37,32,3.2790348955307694e-06,-1.1824721752873302e-06,-0.17863623506377735,-0.17863741753592421
96000,4096,0.042666666666666665,11,337.37,64,2.733619455816816e-06,3.740925933470862e-07,-0.17863623506377735,-0.17863586097121242
96000,4096,0.042666666666666665,29,7.37,16,1.325040588923126e-06,-4.104716558117616e-05,-0.44332313646151533,-0.4433641836270965
96000,4096,0.042666666666666665,29,7.37,32,2.705546841659718e-06,-1.7969394832562102e-05,-0.44332313646151533,-0.4433411058563479
96000,4096,0.042666666666666665,29,7.37,64,2.429636013720267e-06,6.372664159925989e-06,-0.44332313646151533,-0.4433167637973554
96000,4096,0.042666666666666665,29,37.37,16,1.8134416095473359e-06,-4.680036528270648e-05,0.18093580637361129,0.180889006008357
96000,4096,0.042666666666666665,29,37.37,32,3.696066734811955e-06,-2.0459560062136006e-05,0.18093580637361129,0.18091534681354915
96000,4096,0.042666666666666665,29,37.37,64,3.3172094687227806e-06,7.230265879343278e-06,0.18093580637361129,0.18094303663949063
96000,4096,0.042666666666666665,29,67.37,16,5.741154600499352e-07,-1.352647518615413e-05,0.4405590350231705,0.44054550854798435
96000,4096,0.042666666666666665,29,67.37,32,1.1733346659991212e-06,-5.922098125665798e-06,0.4405590350231705,0.44055311292504484
96000,4096,0.042666666666666665,29,67.37,64,1.0543535020121027e-06,2.1035847339589964e-06,0.4405590350231705,0.44056113860790447
96000,4096,0.042666666666666665,29,97.37,16,1.5761927111794492e-06,-3.297545561053994e-06,-0.17817476890161288,-0.17817806644717393
96000,4096,0.042666666666666665,29,97.37,32,3.2158822132773196e-06,-1.4444921134781907e-06,-0.17817476890161288,-0.17817621339372636
96000,4096,0.042666666666666665,29,97.37,64,2.886162852129023e-06,5.244115186542331e-07,-0.17817476890161288,-0.17817424449009422
