scene_id,room,placement,rt_index,angle_index,snr_db,nominal_rt60_s,t20_s,t20_r2,component_drr_db,scenes,records,frames,rmse_deg,rmse_ci_low,rmse_ci_high,median_abs_deg,p90_abs_deg,mean_signed_deg,circular_bias_deg,circular_resultant,bias_ci_low,bias_ci_high,failure_rate,failure_ci_low,failure_ci_high
r0p1t2a11,0,1,2,11,20.0,0.6,0.6350886464113734,0.998508546561846,-8.107188171428545,1,5,160,24.844431793173715,18.103928035798173,30.210840356990182,6.677030342121725,25.45769550728284,6.686772451011871,5.923921943899011,0.923807236238136,3.0921245443591028,8.915978600754919,0.6125,0.54375,0.6875
r1p0t0a00,1,0,0,0,0.0,0.15,0.10043908540861501,0.996254111898958,1.0748451153793563,1,5,160,3.1942332380257175,2.7998279777012627,3.5428627130727226,2.1199112609156856,5.071344016676645,-0.6555851258033257,-0.655283123438307,0.9985125521851398,-1.0754126107776876,-0.2103253962804792,0.125,0.0875,0.15625
r1p0t0a00,1,0,0,0,10.0,0.15,0.10043908540861501,0.996254111898958,1.0748451153793563,1,5,160,1.8124564829920522,1.711292222760673,1.8905409504045436,1.3572245293716492,2.9823739528902107,-0.8763690410850551,-0.8763538238576248,0.9996167014013586,-1.078778684453579,-0.6739066243960227,0.00625,0.0,0.01875
r1p0t0a00,1,0,0,0,20.0,0.15,0.10043908540861501,0.996254111898958,1.0748451153793563,1,5,160,1.6157221596112266,1.4550898756890118,1.7600989238671951,1.0082897279789336,2.6090982105249365,-0.8483738215274205,-0.8483398652169054,0.999712048931964,-1.0418911995116442,-0.6547841431301489,0.0,0.0,0.0
r1p0t0a01,1,0,0,1,0.0,0.15,0.1027648111636655,0.997370469491743,0.8744122722579116,1,5,160,8.280854938978289,4.258207849913317,12.97246142731861,3.0846811200292166,7.0422133334677195,0.9666493190065261,1.1783129691199823,0.9912343882977706,0.30655781327214604,1.8032760765546205,0.2625,0.20625,0.3125
r1p0t0a01,1,0,0,1,10.0,0.15,0.1027648111636655,0.997370469491743,0.8744122722579116,1,5,160,2.2491256132218553,2.0557941096463663,2.458433909823833,1.5554769213719624,3.665707537631283,1.1692529581255822,1.169214999649103,0.9994379216312571,0.9956079724209592,1.3428411160339697,0.025,0.0,0.05
r1p0t0a01,1,0,0,1,20.0,0.15,0.1027648111636655,0.997370469491743,0.8744122722579116,1,5,160,2.0554006997947045,1.90225248610721,2.2124769594276317,1.6185345293005753,3.3558618959267785,1.271311839747448,1.271344055934178,0.9996027834822855,1.0735427533335542,1.4597211186487857,0.00625,0.0,0.01875
r1p0t0a02,1,0,0,2,0.0,0.15,0.100704111355676,0.9926811153027156,0.7657218890121732,1,5,160,3.488336616202998,2.999842225168191,3.932303919019165,2.3635889372750682,5.682508047381634,1.1365101643916136,1.135976045096075,0.9983447322088733,0.5424204322162638,1.6503476828648929,0.1625,0.0875,0.24375
r1p0t0a02,1,0,0,2,10.0,0.15,0.100704111355676,0.9926811153027156,0.7657218890121732,1,5,160,1.617856500195836,1.4873391223872394,1.7247679116633543,1.0708864010298953,2.7045345909202068,0.5952274903680783,0.5952344568129435,0.9996553548316607,0.3877792176677817,0.8120404931910485,0.0,0.0,0.0
r1p0t0a02,1,0,0,2,20.0,0.15,0.100704111355676,0.9926811153027156,0.7657218890121732,1,5,160,1.4299443166828236,1.314920442375196,1.5468145401474065,0.9873347639102832,2.2845678336963315,0.6133399487558764,0.613331330855023,0.9997458921101773,0.4330895080634507,0.764961801524227,0.0,0.0,0.0
r1p0t0a03,1,0,0,3,0.0,0.15,0.09386407163451815,0.9865975770605778,0.3670127449435152,1,5,160,3.2261211728878756,2.9375580579964526,3.476795433936474,2.0545911561327443,5.616112201983782,-0.6546140280659267,-0.6546906715162552,0.998481110859462,-0.795025028731749,-0.5143435722836275,0.1375,0.0875,0.18125
r1p0t0a03,1,0,0,3,10.0,0.15,0.09386407163451815,0.9865975770605778,0.3670127449435152,1,5,160,1.2758608298807161,1.2458179896238624,1.3006171414219172,0.8631451967397652,2.181891750399876,-0.46459343984413176,-0.46460984912047165,0.9997849677592648,-0.5490615717685264,-0.3801546072955878,0.0,0.0,0.0
r1p0t0a03,1,0,0,3,20.0,0.15,0.09386407163451815,0.9865975770605778,0.3670127449435152,1,5,160,1.1385076134923675,1.0437317162556703,1.224582150313702,0.8442862995770497,1.8008056448529541,-0.544911557838953,-0.5449149004311568,0.9998478128125368,-0.6893486748568779,-0.4492605521890215,0.0,0.0,0.0
r1p0t0a04,1,0,0,4,0.0,0.15,0.10310169500671085,0.9925334822784645,1.0384683555348524,1,5,160,3.6259082921011885,3.375953540579729,3.869453129045415,2.5715256060799874,6.185259631276736,-1.8818024688328268,-1.881955653910077,0.998537915221905,-2.291884877782146,-1.4719353378124904,0.16875,0.125,0.21875
r1p0t0a04,1,0,0,4,10.0,0.15,0.10310169500671085,0.9925334822784645,1.0384683555348524,1,5,160,2.688082294856101,2.545082744665279,2.8657381711449497,2.1200087279924844,4.358951343992964,-2.2472067495688357,-2.247191023279261,0.9996686491582866,-2.4092791856759463,-2.095047436723047,0.0375,0.0125,0.06875
r1p0t0a04,1,0,0,4,20.0,0.15,0.10310169500671085,0.9925334822784645,1.0384683555348524,1,5,160,2.476136985377404,2.2761390764457667,2.736805817568,2.0079438836523735,3.8094257561330007,-2.1457381390957844,-2.1457200195886523,0.9997674391223418,-2.4031469031008053,-1.9535534121101827,0.0125,0.0,0.025
r1p0t0a05,1,0,0,5,0.0,0.15,0.09635978061889244,0.9969974963222551,0.47525527077820534,1,5,160,4.170112221396722,3.826396139032102,4.575163930898548,2.606146651077438,6.95635291587904,-1.14650947326413,-1.1456178869152882,0.9975543012912669,-1.484516164484943,-0.7713677800967378,0.2375,0.19375,0.28125
r1p0t0a05,1,0,0,5,10.0,0.15,0.09635978061889244,0.9969974963222551,0.47525527077820534,1,5,160,2.1160028156964867,2.015662928117176,2.210968414699138,1.4925602594286431,3.2860142839179445,-0.7859850562529491,-0.7859711657988895,0.9994122912532928,-0.9354677269957163,-0.6125748515343388,0.025,0.00625,0.04375
r1p0t0a05,1,0,0,5,20.0,0.15,0.09635978061889244,0.9969974963222551,0.47525527077820534,1,5,160,2.0020226986025635,1.892423210688026,2.1256394784576433,1.2943026409842986,3.406438300588348,-0.8775093380203322,-0.8775133307306398,0.9995069304366992,-1.00537305377998,-0.7593278275709885,0.0125,0.0,0.025
r1p0t0a06,1,0,0,6,0.0,0.15,0.10036031418212413,0.9964923611502715,0.9603181545478416,1,5,160,4.2343380545355735,3.7825850395050082,4.703044791796411,2.6842092408386975,6.33900679320893,0.6463370869122829,0.6452576627943583,0.9973378319832308,0.17735529143822548,1.1272154530306235,0.18125,0.13125,0.225
r1p0t0a06,1,0,0,6,10.0,0.15,0.10036031418212413,0.9964923611502715,0.9603181545478416,1,5,160,2.0811025369895995,1.7638213625849877,2.384159555347106,1.4291478402119253,3.5758491014639158,0.6305618641248507,0.6305495601863697,0.99940107861843,0.33315137194954325,0.9274960823415369,0.01875,0.0,0.04375
r1p0t0a06,1,0,0,6,20.0,0.15,0.10036031418212413,0.9964923611502715,0.9603181545478416,1,5,160,1.5726286095969022,1.3967631342558344,1.7307149488662743,1.0818289453299315,2.38592729099052,0.6223408598082927,0.6223216601036058,0.9996823515026922,0.4771144825949677,0.7675713221505709,0.0,0.0,0.0
r1p0t0a07,1,0,0,7,0.0,0.15,0.1015422174434311,0.99732142929312,0.8409516673204223,1,5,160,4.189936894231903,3.8438754905135677,4.552803324547581,2.9465914503231545,7.298718315128144,1.5988644776215561,1.5987726467362933,0.9977177312166139,0.7433017876664252,2.4541726502135788,0.25,0.19375,0.30625
