Time (ms),Mic Value
0.9975433349609375,2544
1.9924640655517578,2500
2.989530563354492,2494
3.9873123168945312,2478
4.9839019775390625,2472
5.9814453125,2526
6.978750228881836,2364
7.976055145263672,2354
9.003162384033203,2472
9.973764419555664,2354
10.970354080200195,2418
11.995315551757812,2618
12.96377182006836,2490
13.961315155029297,2512
14.986515045166016,2578
15.985965728759766,2538
16.962528228759766,2542
17.950773239135742,2520
18.94998550415039,2428
19.974470138549805,2446
20.941734313964844,2362
21.938562393188477,2358
22.935867309570312,2500
23.93341064453125,2374
24.933576583862305,2400
25.963783264160156,2620
26.95608139038086,2526
27.953386306762695,2554
28.950214385986328,2598
29.918193817138672,2570
30.942916870117188,2508
31.917810440063477,2486
32.938241958618164,2416
33.934593200683594,2482
34.932851791381836,2362
35.92944145202637,2352
36.926984786987305,2502
37.93454170227051,2366
38.92159461975098,2478
39.92056846618652,2646
40.88926315307617,2598
41.91446304321289,2598
42.912960052490234,2602
43.92361640930176,2474
44.91019248962402,2514
45.87578773498535,2462
46.91743850708008,2422
47.899484634399414,2510
48.86794090270996,2374
49.8659610748291,2422
50.86207389831543,2570
51.859378814697266,2430
52.8564453125,2462
53.853750228881836,2618
54.85129356384277,2582
55.848121643066406,2554
56.84542655944824,2634
57.8455924987793,2494
58.84194374084473,2416
59.84067916870117,2460
60.836076736450195,2358
61.83338165283203,2508
62.844276428222656,2354
63.8275146484375,2344
64.82458114624023,2488
65.82307815551758,2396
66.8191909790039,2478
67.81601905822754,2602
68.81380081176758,2588
69.81515884399414,2542
70.80984115600586,2580
71.80929183959961,2458
72.83449172973633,2502
73.82869720458984,2450
74.86605644226074,2354
75.82926750183105,2502
76.82013511657715,2360
77.81672477722168,2410
78.81379127502441,2546
79.81228828430176,2506
80.78265190124512,2540
81.78877830505371,2634
82.77726173400879,2598
83.80389213562012,2570
84.77306365966797,2646
85.7686996459961,2534
86.76528930664062,2500
87.76283264160156,2426
88.76252174377441,2408
89.76030349731445,2542
90.75641632080078,2422
91.75348281860352,2430
92.78345108032227,2534
93.7800407409668,2458
94.77424621582031,2490
95.77250480651855,2594
96.7714786529541,2576
97.76663780212402,2486
98.73509407043457,2578
99.7610092163086,2444
100.73041915893555,2574
101.72796249389648,2408
102.72622108459473,2378
103.72257232666016,2498
104.7201156616211,2386
105.74793815612793,2486
106.74476623535156,2602
107.71298408508301,2506
108.70790481567383,2486
109.73811149597168,2612
110.7032299041748,2510
111.72890663146973,2526
112.72525787353516,2606
113.7232780456543,2454
114.72082138061523,2502
115.7236099243164,2352
116.68753623962402,2360
117.68412590026855,2518
118.68143081665039,2410
119.68111991882324,2442
120.67604064941406,2550
121.67239189147949,2526
122.67255783081055,2492
123.66890907287598,2616
124.69673156738281,2586
125.69403648376465,2614
126.68824195861816,2534
127.6853084564209,2426
128.68261337280273,2460
129.67991828918457,2346
130.64837455749512,2376
131.64830207824707,2490
132.69376754760742,2354
133.66937637329102,2314
134.66644287109375,2550
135.6637477874756,2542
136.66200637817383,2506
137.65978813171387,2614
138.6561393737793,2544
140.6247615814209,2578
141.63899421691895,2542
142.61770248413086,2446
142.61770248413086,2410
143.6140537261963,2368
144.61112022399902,2390
145.60842514038086,2502
146.6057300567627,2390
148.6048698425293,2430
149.5988368988037,2646
150.59733390808105,2538
151.59368515014648,2588
152.59051322937012,2636
153.58781814575195,2506
153.58781814575195,2408
155.58242797851562,2446
155.58242797851562,2334
157.5770378112793,2376
157.5770378112793,2304
159.57164764404297,2290
160.5689525604248,2418
161.56673431396484,2366
162.56332397460938,2450
163.5608673095703,2652
164.55769538879395,2554
165.55547714233398,2510
166.55206680297852,2534
167.54889488220215,2410
168.54619979858398,2444
169.54469680786133,2408
170.54295539855957,2338
171.539306640625,2470
172.54137992858887,2296
173.5363006591797,2364
174.55220222473145,2542
175.54187774658203,2398
176.52583122253418,2474
177.5517463684082,2642
178.54809761047363,2474
179.54659461975098,2502
180.54461479187012,2558
181.53977394104004,2414
182.5094223022461,2416
183.50625038146973,2346
184.50355529785156,2262
185.5008602142334,2474
186.49888038635254,2352
187.49690055847168,2358
188.51208686828613,2454
189.52417373657227,2394
190.4902458190918,2482
191.5132999420166,2590
192.51227378845215,2466
193.4797763824463,2518
194.47684288024902,2550
195.47438621520996,2362
196.4716911315918,2484
197.46899604797363,2426
198.46653938293457,2318
199.4638442993164,2510
200.49643516540527,2358
201.4918327331543,2354
202.49176025390625,2414
203.49550247192383,2390
204.49161529541016,2486
205.49488067626953,2544
206.49170875549316,2406
207.49330520629883,2490
208.49108695983887,2586
209.43760871887207,2384
210.4361057281494,2462
211.43341064453125,2426
212.4307155609131,2332
213.4559154510498,2430
214.42484855651855,2366
215.4231071472168,2394
216.41898155212402,2458
217.41747856140137,2406
218.4147834777832,2488
219.41232681274414,2598
220.40987014770508,2484
221.4055061340332,2514
222.40304946899414,2582
223.40011596679688,2430
224.3971824645996,2554
225.39496421813965,2342
226.39203071594238,2312
227.38933563232422,2462
228.38640213012695,2358
229.384183883667,2386
230.38148880004883,2512
231.37879371643066,2486
232.3758602142334,2470
233.37364196777344,2580
234.37094688415527,2534
235.3677749633789,2586
236.36579513549805,2510
237.36310005187988,2384
238.36016654968262,2444
239.35890197753906,2294
240.3554916381836,2266
241.35184288024902,2426
242.34890937805176,2254
243.3466911315918,2294
244.34423446655273,2524
245.34106254577637,2504
246.3383674621582,2488
247.33567237854004,2546
248.33297729492188,2430
249.3305206298828,2572
250.32854080200195,2458
251.3256072998047,2286
252.35819816589355,2340
253.35025787353516,2256
254.3466091156006,2212
255.31554222106934,2482
256.34169578552246,2290
257.338285446167,2346
258.33606719970703,2518
259.33313369750977,2422
260.3306770324707,2514
261.32869720458984,2518
262.3257637023926,2454
263.33022117614746,2452
264.32013511657715,2480
265.2888298034668,2262
266.315221786499,2334
267.31276512145996,2290
268.3095932006836,2298
269.30761337280273,2450
270.3070640563965,2342
271.3007926940918,2378
272.27044105529785,2574
273.2958793640137,2478
274.2931842803955,2512
275.29072761535645,2534
276.2875556945801,2338
277.2860527038574,2354
278.28526496887207,2404
279.2818546295166,2322
280.27868270874023,2414
