group,variant,frame,midpoint_s,scenes,records,frames,rmse_deg,rmse_ci_low,rmse_ci_high,median_abs_deg,p90_abs_deg,mean_signed_deg,circular_bias_deg,circular_resultant,bias_ci_low,bias_ci_high,failure_rate,failure_ci_low,failure_ci_high
all,F_S_R,11,0.49066666666666664,72,360,360,30.34269548919552,24.68186524584787,35.22720297733555,1.8841869216390137,23.85339267576636,2.792596095010837,1.3114554512842433,0.90865098693874,-0.13828026433473806,2.733877596505871,0.3333333333333333,0.30277777777777776,0.3638888888888889
all,F_O_R,11,0.49066666666666664,72,360,360,30.624442744760245,25.138732734930112,35.87208235258094,1.8940842411732177,26.28100190469232,2.5834257481556953,1.1784767829155673,0.9062188224348721,-0.39986541177984414,2.730076826605239,0.3333333333333333,0.3055555555555556,0.3638888888888889
all,F_S_R,12,0.5333333333333333,72,360,360,23.67884584723467,17.90909486963467,28.86292598136532,2.045233801532703,15.181052609848438,-1.8004739163150814,-0.30345089575683015,0.9436237026821285,-1.5066845310767785,0.7957514934905342,0.28888888888888886,0.25833333333333336,0.3194444444444444
all,F_O_R,12,0.5333333333333333,72,360,360,23.705095528905147,17.518406960554834,28.58841945596358,2.0452338014700757,15.046970388626947,-1.8005071226691192,-0.30702976218080114,0.9435548434286882,-1.5495411085371602,0.8337680091413542,0.28888888888888886,0.25555555555555554,0.32222222222222224
all,F_S_R,13,0.576,72,360,360,23.936276172063103,18.816622579190142,28.649760943040366,2.2904342386971734,18.665434625964412,-0.09467844094500014,-0.06402078006507556,0.9385625154590381,-1.3991577294484934,1.213417667719096,0.32222222222222224,0.2916666666666667,0.3527777777777778
all,F_O_R,13,0.576,72,360,360,23.934822158028894,18.851709048908223,28.467853628539462,2.2904342387445666,18.665027672813057,-0.09734343497883557,-0.06615781682138734,0.9385719335774795,-1.3377515569259497,1.2946163954510392,0.3194444444444444,0.28888888888888886,0.35
all,F_S_R,14,0.6186666666666667,72,360,360,31.056069446980946,25.30310363278445,36.38839602128398,1.878145822400839,21.95925404967014,-0.1951744895378373,0.04868501338247856,0.9066443738332322,-1.417779509657642,1.5669263836010623,0.2972222222222222,0.26666666666666666,0.3277777777777778
all,F_O_R,14,0.6186666666666667,72,360,360,31.036982503313347,25.309847288396256,36.123402862610746,1.8808628932722655,21.874371475857693,-0.19806337483163378,0.03856033562649069,0.9066773264961251,-1.3491800598944936,1.567500331580249,0.3,0.26666666666666666,0.33055555555555555
all,F_S_R,15,0.6613333333333333,72,360,360,27.727549448699147,23.058420132318332,31.63295202517078,2.0915849071799215,23.555346798002173,-1.041986868620935,-0.4769333352084497,0.9170987841728503,-1.8595869432718042,0.9037643804103495,0.32222222222222224,0.29444444444444445,0.3472916666666663
all,F_O_R,15,0.6613333333333333,72,360,360,27.74071439696566,23.06344329335092,31.912699324038762,2.1253543328859053,23.513573928071086,-1.0382211297129682,-0.47640348698961105,0.9170676225882793,-1.9091369596664047,0.9097424299202941,0.32222222222222224,0.29444444444444445,0.35
all,F_S_R,16,0.704,72,360,360,26.05534962610432,21.000443883990002,30.606388083028342,1.891196106329403,24.199966915571373,-0.25823273888395526,-0.19944709103975555,0.9249124222136431,-1.5877694264298543,1.1969271051124841,0.3333333333333333,0.30277777777777776,0.3638888888888889
all,F_O_R,16,0.704,72,360,360,26.059303986957833,20.96386248957429,30.7181659261622,1.8932789068168603,24.290450062900234,-0.256562774933058,-0.1985831201781331,0.9248868069872552,-1.739324565156649,1.1955861199852424,0.33055555555555555,0.3,0.3611111111111111
all,F_S_R,17,0.7466666666666667,72,360,360,23.49754162696591,18.169131570893256,27.94237002722702,2.1463944735096163,16.298313004637095,1.2958129591980578,0.6389691523539969,0.941406702135753,-0.6070832185088737,1.8628302354506232,0.3194444444444444,0.28888888888888886,0.3527777777777778
all,F_O_R,17,0.7466666666666667,72,360,360,23.492097591748273,18.082756310981647,28.28227198004632,2.1463944735096447,16.27248101880174,1.2949819903184865,0.6387444666157774,0.9414105121157719,-0.5875072293714029,1.882718224391287,0.3194444444444444,0.2861111111111111,0.3527777777777778
all,F_S_R,18,0.7893333333333333,72,360,360,33.2164120610122,28.097422481221724,37.95662510598565,2.3639605411772493,28.915617668422183,0.7257910773908207,1.047916737003222,0.894471178128473,-0.4599328441681181,2.5766610171286946,0.33611111111111114,0.3055555555555556,0.36666666666666664
all,F_O_R,18,0.7893333333333333,72,360,360,33.21687909118831,28.206577796352803,37.803417271658795,2.3654780716803003,28.880343445129736,0.7262001867261263,1.0484466330164648,0.8944757265603567,-0.4417782990860335,2.5408186312719305,0.33611111111111114,0.3055555555555556,0.36666666666666664
all,F_S_R,19,0.832,72,360,360,26.150358584438337,20.720547628922304,31.070336697412284,2.2638109327729694,19.335182038580033,1.211977686727323,-0.1491032931402482,0.9303916591847449,-1.478601707443401,1.073077559354857,0.33611111111111114,0.3055555555555556,0.3638888888888889
all,F_O_R,19,0.832,72,360,360,26.145277171396227,20.63817918317,30.997047434593593,2.2668706508867444,19.332067183269793,1.2117427855972889,-0.14855057568572852,0.9304140666961269,-1.3934058246841006,1.1092376445807728,0.33611111111111114,0.3055555555555556,0.3638888888888889
all,F_S_R,20,0.8746666666666667,72,360,360,28.433986436040843,22.584304682162237,33.429469369307085,2.012331833989222,20.76674535074572,2.822558931309219,1.1637738828582345,0.9209792839608673,-0.21754636091477808,2.5125205356913023,0.3111111111111111,0.2833333333333333,0.3388888888888889
all,F_O_R,20,0.8746666666666667,72,360,360,28.433515495689658,22.444411261709195,33.6434823676164,2.014049771642732,20.75788797224593,2.8230661195146007,1.1636924069764372,0.9209817970051452,-0.18959973659505036,2.4779314781254467,0.3111111111111111,0.2833333333333333,0.3416666666666667
all,F_S_R,21,0.9173333333333333,72,360,360,30.841305156899658,25.13325894888176,36.061727656322994,2.2349046286064436,26.437738397029566,2.6959380480927786,1.4813492121695264,0.9098270545013688,0.2470449511126065,2.6861972606346525,0.34444444444444444,0.3138888888888889,0.37777777777777777
all,F_O_R,21,0.9173333333333333,72,360,360,30.840484914432235,25.110774044994127,36.291399263442365,2.234807922742249,26.457280445888458,2.6959849151448037,1.4814574877811169,0.9098297648074098,0.28280439482399156,2.7417922513567667,0.34444444444444444,0.3138888888888889,0.37506944444444407
all,F_S_R,22,0.96,72,360,360,29.015265672988402,23.08458838918329,34.3222384855196,2.144738804341131,20.60589872151571,3.18499188099773,1.7306635205423093,0.9179746967764553,0.4111979352669908,3.0245859406955042,0.3388888888888889,0.31104166666666666,0.36666666666666664
all,F_O_R,22,0.96,72,360,360,29.01310036162786,22.81033693359701,34.219429004614945,2.1467642072942112,20.600343727203292,3.184543878861876,1.7312878393139621,0.9179810761368576,0.42751175220514326,3.052028899294202,0.3388888888888889,0.3111111111111111,0.36944444444444446
all,F_S_R,23,1.0026666666666666,72,360,360,27.85838226825935,21.688178907427744,32.97842762369055,2.3136256143610154,16.431754932090982,4.055999993782296,2.085050273614302,0.9204666010801548,0.7406097698965874,3.517219173801531,0.2916666666666667,0.2611111111111111,0.325
all,F_O_R,23,1.0026666666666666,72,360,360,27.858778389695566,22.33045341057162,33.14324863224214,2.315530469115515,16.430615334788314,4.056058372106676,2.0852763852247764,0.9204623883131016,0.673991686565885,3.5208708111311218,0.2916666666666667,0.2611111111111111,0.325
all,F_S_R,24,1.0453333333333332,72,360,360,25.449289597681226,20.497029416788653,30.465678190093147,2.151685034821341,20.43132818596118,-0.15029339231086966,0.26361807829832706,0.930867948262265,-1.0994762235130129,1.6354460683305017,0.33611111111111114,0.30833333333333335,0.3638888888888889
all,F_O_R,24,1.0453333333333332,72,360,360,25.44923121590051,20.09227305400247,30.178577331725215,2.1516850348212984,20.430376706628252,-0.15028743934555877,0.26354765977139494,0.9308676522548059,-1.1151756482525093,1.600651648581838,0.33611111111111114,0.3055555555555556,0.36666666666666664
all,F_S_R,25,1.088,72,360,360,27.186210685729954,22.085207439233653,32.074038769248155,2.1644797766036845,25.078318669754218,0.21319579938039976,0.9557161701435721,0.9217179184103493,-0.4890190869139448,2.27538171643812,0.32222222222222224,0.2916666666666667,0.3527777777777778
all,F_O_R,25,1.088,72,360,360,27.186420217202244,21.827197163215768,31.82231719233649,2.1644797766037414,25.080521137563743,0.21335598595982133,0.9559046819073693,0.9217171926725596,-0.3894277193360083,2.307688747795134,0.32222222222222224,0.2916666666666667,0.35
all,F_S_R,26,1.1306666666666667,72,360,360,25.9367902961713,20.952393785262647,30.637750762582662,2.2249543381043964,19.163626483295623,3.127723423136646,2.260922882071185,0.9294775872513258,1.0108970705899019,3.5969767577216083,0.3472222222222222,0.31666666666666665,0.37506944444444407
all,F_O_R,26,1.1306666666666667,72,360,360,25.93672121672811,20.8111858184489,30.255810874566492,2.224954338104425,19.163768861901477,3.1275584426694505,2.26086436099082,0.9294771040111239,1.0217982572043414,3.585966347948141,0.3472222222222222,0.3194444444444444,0.37777777777777777
all,F_S_R,27,1.1733333333333333,72,360,360,27.226056410851474,22.49111704074011,31.749617416101838,2.0378450335544755,30.927111504451418,1.8096869474473771,0.5978217560614041,0.9178557482081637,-0.858425356893944,2.1492764726805906,0.33055555555555555,0.3,0.3611111111111111
all,F_O_R,27,1.1733333333333333,72,360,360,27.22607866257647,22.1341690874854,31.687852407888634,2.0377528914291645,30.92773556507702,1.80968233775745,0.5978267184027252,0.9178554720578816,-0.845777378199771,2.129816195821388,0.33055555555555555,0.3,0.3611111111111111
all,F_S_R,28,1.216,72,360,360,23.32217775249501,18.508236518915464,27.685959014678804,1.850543448148045,17.7124575478292,1.3240266461986059,1.2263153270947869,0.9402823528604775,-0.00807874963408528,2.4711967106826607,0.3055555555555556,0.275,0.3361805555555552
all,F_O_R,28,1.216,72,360,360,23.322176157083494,18.489583093924384,27.622460606780624,1.8505434481481018,17.71245154129174,1.3240266451957088,1.2263156410771334,0.9402823575899969,0.003438447373711684,2.4702630288740224,0.3055555555555556,0.275,0.33611111111111114
all,F_S_R,29,1.2586666666666666,72,360,360,25.729778780998313,19.618423335287485,31.13307900757338,2.1208029127205066,19.39722381864817,0.4303762081644421,1.1545940710576368,0.9361004757971668,0.04569251897722992,2.280654703234751,0.32222222222222224,0.2916666666666667,0.3527777777777778
all,F_O_R,29,1.2586666666666666,72,360,360,25.729778780998362,19.98798174120206,30.796197034622445,2.1208029127204924,19.397223818648015,0.4303762081644427,1.1545940710576272,0.9361004757971666,0.02477654935736573,2.3529189705995637,0.32222222222222224,0.2916666666666667,0.3527777777777778
all,F_S_R,30,1.3013333333333332,72,360,360,30.994563130681566,25.92382450070687,35.50719122874247,2.019945935766259,26.017115442838893,2.7644780067591275,1.181163894084908,0.9034342225165918,-0.30389780808021016,2.663608541170663,0.3138888888888889,0.2833333333333333,0.34444444444444444
all,F_O_R,30,1.3013333333333332,72,360,360,30.99456313068162,25.78157584876384,35.75317203451907,2.0199459357662306,26.01711544283899,2.7644780067591435,1.1811638940849163,0.9034342225165916,-0.3055690664665607,2.6759389427190254,0.3138888888888889,0.2833333333333333,0.34444444444444444
all,F_S_R,31,1.344,72,360,360,29.383390588003902,23.792670152531475,34.29001611480699,1.9991157702523878,24.705795561667863,0.842376534747239,0.44041983962588055,0.9184170984227856,-0.9506025883083133,1.7528853040298265,0.30833333333333335,0.2777777777777778,0.3388888888888889
all,F_O_R,31,1.344,72,360,360,29.38339058800382,24.000709810695668,34.29437845018982,1.9991157702524447,24.70579556166799,0.8423765347472483,0.4404198396258552,0.9184170984227856,-0.9733603817563752,1.7823013973492963,0.30833333333333335,0.28055555555555556,0.3388888888888889
low,F_S_R,0,0.021333333333333333,36,180,180,1.4923868477473066,1.3376968174366077,1.6516036201437025,0.9783147091370807,2.3145368825549064,-0.1125078929027672,-0.11248894522181603,0.9996627734680548,-0.2916142474364546,0.054429574563766445,0.005555555555555556,0.0,0.016666666666666666
low,F_O_R,0,0.021333333333333333,36,180,180,1.2516972944695959,1.134464797407987,1.3615417324993557,0.8017598821415675,2.0123147567778172,-0.12809442717790695,-0.12808229687559455,0.9997638977704371,-0.27603446825935585,0.012776327347774286,0.0,0.0,0.0
low,F_S_R,1,0.064,36,180,180,1.6970796536735862,1.52175102645594,1.8736285320038266,1.0324806095412384,2.772588434104332,-0.04190691952629003,-0.04196666489715305,0.9995617206026505,-0.2353663310005738,0.14372107921911137,0.005555555555555556,0.0,0.016666666666666666
low,F_O_R,1,0.064,36,180,180,1.701790774385504,1.5283777140103119,1.8619078537716864,1.0831650655702134,2.7753968915980542,-0.04359139035306343,-0.04365010671876235,0.9995593053064252,-0.2342653034787186,0.15408788787908945,0.005555555555555556,0.0,0.016666666666666666
low,F_S_R,2,0.10666666666666667,36,180,180,1.6028374390918356,1.4046536075986136,1.8074906944320372,1.0197927471647006,2.4940320834474137,-0.1447122623353214,-0.14469335797839872,0.9996120247688557,-0.3212050471687774,0.04229594204803888,0.016666666666666666,0.0,0.03333333333333333
low,F_O_R,2,0.10666666666666667,36,180,180,1.6030732638110174,1.4164850306396648,1.8086346740277681,1.020172789579476,2.493919026735932,-0.14530246508565783,-0.14528414233874332,0.9996119351878139,-0.32890416934286293,0.02505201030277812,0.016666666666666666,0.0,0.03333333333333333
low,F_S_R,3,0.14933333333333335,36,180,180,1.652029924497984,1.5000353169842688,1.8000406852312896,1.0559058996271773,2.6678671538653442,-0.18226826187306291,-0.1823478142832213,0.9995894721799168,-0.3611829867802866,-0.006882077369195327,0.0,0.0,0.0
low,F_O_R,3,0.14933333333333335,36,180,180,1.6520705774255962,1.5015542346528046,1.812432044724891,1.0560140612653441,2.6679731293352513,-0.1822314835450489,-0.18231101395648755,0.9995894496698602,-0.3677165256417241,0.0020845701963188856,0.0,0.0,0.0
low,F_S_R,4,0.192,36,180,180,1.6139624743284922,1.4588819829240522,1.762180642333261,1.0308346280676801,2.791090224638714,-0.27642818632810545,-0.27637630559027243,0.9996149840741696,-0.4537566240094061,-0.09885894356261132,0.011111111111111112,0.0,0.022222222222222223
low,F_O_R,4,0.192,36,180,180,1.6139633475459347,1.462579609436792,1.7554906659611136,1.030910534820265,2.7911489059687424,-0.2764363594179129,-0.2763844819761167,0.9996149843319739,-0.4500338562453634,-0.11125965807967189,0.011111111111111112,0.0,0.022222222222222223
low,F_S_R,5,0.23466666666666666,36,180,180,1.6440702349482017,1.4556898468596382,1.8364588018607408,0.8772913047814939,2.915461217929271,-0.1276419144497617,-0.1275856282868976,0.999590918165616,-0.3131182220723656,0.05791440530311817,0.011111111111111112,0.0,0.027777777777777776
low,F_O_R,5,0.23466666666666666,36,180,180,1.6440742733348248,1.4461246980907339,1.818262513793802,0.8773019194768636,2.915496346643826,-0.12764037371060305,-0.12758408622600045,0.9995909160845173,-0.31168736291276816,0.06108806610599585,0.011111111111111112,0.0,0.027777777777777776
low,F_S_R,6,0.2773333333333333,36,180,180,1.5202049109580225,1.3620071028434773,1.666696702587904,0.9011342246258494,2.4991455366095012,-0.17595016701954208,-0.17596099802883852,0.9996527969131985,-0.34413767136549644,0.002385592981377055,0.0,0.0,0.0
low,F_O_R,6,0.2773333333333333,36,180,180,1.5202045247987763,1.3687164303089239,1.6747254848568185,0.9011310799587875,2.4991526985933206,-0.17595047249884713,-0.17596130361482218,0.9996527971082511,-0.3485180197192248,-0.004862247691575172,0.0,0.0,0.0
low,F_S_R,7,0.32,36,180,180,1.6372985004930412,1.47859062714877,1.7923294810188584,0.9992826254566864,2.6701710264246,-0.15501175648796545,-0.1550281439570326,0.9995954572442333,-0.3316941568195012,0.03268246544268505,0.011111111111111112,0.0,0.027777777777777776
low,F_O_R,7,0.32,36,180,180,1.6372984896916556,1.4747508649671703,1.7838678665443604,0.9992834385603544,2.6701712322745124,-0.15501179370651766,-0.15502818125000356,0.9995954572514004,-0.3434398708669104,0.03594914920643294,0.011111111111111112,0.0,0.027777777777777776
low,F_S_R,8,0.3626666666666667,36,180,180,1.6627587579031837,1.4878257694181123,1.8274133204737515,1.008332504815968,2.649396409535069,-0.02157435413931776,-0.021610563008177035,0.999579100489527,-0.220736756282632,0.18082700684686506,0.016666666666666666,0.0,0.03333333333333333
low,F_O_R,8,0.3626666666666667,36,180,180,1.6627587471279157,1.4810503037804161,1.8365394317996546,1.00833250456067,2.6493962548332206,-0.02157435957385461,-0.021610568460370485,0.9995791004950145,-0.2320985398961583,0.17074526866724926,0.016666666666666666,0.0,0.03333333333333333
low,F_S_R,9,0.4053333333333333,36,180,180,1.5985971945058914,1.4411468418344313,1.7485957249145851,1.0166374267945173,2.8342230765396175,-0.23552863880395056,-0.23553468779408687,0.9996193078864728,-0.4135374345493319,-0.05673973763373774,0.005555555555555556,0.0,0.016666666666666666
low,F_O_R,9,0.4053333333333333,36,180,180,1.59859719569592,1.4452630799029056,1.7471244195790043,1.0166374445675501,2.8342230737281193,-0.23552863843770777,-0.23553468742704153,0.9996193078858668,-0.4193821474557046,-0.06639285116650553,0.005555555555555556,0.0,0.016666666666666666
low,F_S_R,10,0.448,36,180,180,1.50262409030661,1.3635866764054483,1.6474399516628493,1.0265495567155654,2.4182681392742063,-0.17925761322452366,-0.17926588947271258,0.9996610634126728,-0.3527072848508908,-0.007212471751034177,0.0,0.0,0.0
low,F_O_R,10,0.448,36,180,180,1.5026240897003615,1.355935862580901,1.6393611344496268,1.0265495567533662,2.4182681331426945,-0.17925761329714746,-0.17926588954552497,0.9996610634129542,-0.34125695090445757,-0.007496419894786305,0.0,0.0,0.0
low,F_S_R,11,0.49066666666666664,36,180,180,1.5009367938897473,1.346605835004664,1.6471079951801697,0.9120341990172989,2.649992116017688,-0.08447153723092952,-0.0844802392345334,0.9996580379712212,-0.25788439678672903,0.08740074722869845,0.005555555555555556,0.0,0.016666666666666666
low,F_O_R,11,0.49066666666666664,36,180,180,1.5009367938260418,1.3505160926033744,1.6455699778073576,0.9120341990160341,2.649992116414336,-0.08447153720130494,-0.08448023920499398,0.9996580379712495,-0.2629422170797729,0.08699990651260811,0.005555555555555556,0.0,0.016666666666666666
low,F_S_R,12,0.5333333333333333,36,180,180,1.571974318901612,1.3798708664992652,1.7626519279871777,0.8000883788223803,2.666801284959823,-0.24501377137613375,-0.24505128316483651,0.9996328750690899,-0.41756172117798274,-0.05466243950977717,0.005555555555555556,0.0,0.016666666666666666
low,F_O_R,12,0.5333333333333333,36,180,180,1.5719743189149775,1.3787892972244487,1.7548630992484011,0.8000883788220534,2.6668012850410205,-0.24501377138976038,-0.2450512831784644,0.9996328750690845,-0.434531197078058,-0.05447686150171066,0.005555555555555556,0.0,0.016666666666666666
low,F_S_R,13,0.576,36,180,180,1.6834771545094707,1.5580855528123938,1.8124455328874944,1.0981126309383313,2.7079073545238046,-0.30476900366278303,-0.3047584247566591,0.9995825726373574,-0.4703817030319386,-0.12423913142217224,0.0,0.0,0.0
low,F_O_R,13,0.576,36,180,180,1.6834771545080676,1.552103806784089,1.8090443710034685,1.0981126309383598,2.7079073545205956,-0.3047690036633758,-0.30475842475724957,0.9995825726373582,-0.4817330792354711,-0.1359963562404107,0.0,0.0,0.0
low,F_S_R,14,0.6186666666666667,36,180,180,1.575462661442864,1.418805182163142,1.725990745754257,0.9546827420805073,2.353550927995411,0.08763563640263956,0.08762041852678445,0.999623229262492,-0.09639480227005923,0.26878243197472207,0.011111111111111112,0.0,0.027777777777777776
low,F_O_R,14,0.6186666666666667,36,180,180,1.5754626614428688,1.414272239920073,1.7369685644851791,0.9546827420832358,2.353550927995681,0.08763563640279762,0.08762041852694284,0.999623229262492,-0.09363666908376812,0.27065625644069774,0.011111111111111112,0.0,0.027777777777777776
low,F_S_R,15,0.6613333333333333,36,180,180,1.4877132593535867,1.3607375104683224,1.6175635508074115,0.9307606949579963,2.5961181421540114,-0.2765600542529714,-0.2765311153933135,0.9996745997008325,-0.4358506270289753,-0.1174000247626664,0.0,0.0,0.0
low,F_O_R,15,0.6613333333333333,36,180,180,1.4877132593536257,1.3534594542485792,1.6143346460062378,0.930760694959119,2.5961181421541366,-0.27656005425299557,-0.27653111539333763,0.9996745997008325,-0.4386400130766682,-0.1215319181420152,0.0,0.0,0.0
low,F_S_R,16,0.704,36,180,180,1.5857143605381343,1.3987619337073405,1.7579783410037926,0.9350965000346747,2.431396740388726,-0.26547224619750837,-0.26551516482510573,0.9996278636736068,-0.4435580716857815,-0.08278048176586467,0.011111111111111112,0.0,0.022222222222222223
low,F_O_R,16,0.704,36,180,180,1.5857143605381359,1.401617249571752,1.7599585785207088,0.9350965000346463,2.4313967403886236,-0.26547224619748655,-0.2655151648250839,0.9996278636736068,-0.4489357584936715,-0.08397975504232666,0.011111111111111112,0.0,0.027777777777777776
low,F_S_R,17,0.7466666666666667,36,180,180,1.6162500167050164,1.4480585468008023,1.7868361262001182,0.9247157501287973,2.5343208664138497,-0.22868068954490106,-0.22866033517246448,0.9996102020589775,-0.40185855843346885,-0.06173096330324218,0.011111111111111112,0.0,0.027777777777777776
low,F_O_R,17,0.7466666666666667,36,180,180,1.6162500167050193,1.4346355740479406,1.7846421748586727,0.924715750128783,2.534320866413884,-0.22868068954490026,-0.22866033517246373,0.9996102020589775,-0.40518762969742006,-0.06487832851163747,0.011111111111111112,0.0,0.027777777777777776
low,F_S_R,18,0.7893333333333333,36,180,180,1.6552427838433645,1.4933284406995726,1.8134831920502095,0.9810896143287096,2.8294854927707345,0.02970641315321435,0.029702613097018063,0.999582938687204,-0.16287761750498153,0.21427885246093648,0.005555555555555556,0.0,0.016666666666666666
